Model,Dealer Group,Year,Month,Week,Forecast,Sellout
Product 4,Dealer Group 7,2016,5,20,,0
Product 5,Dealer Group 6,2016,5,20,,123
Product 4,Dealer Group 1,2016,5,20,,282
Product 6,Dealer Group 1,2016,5,20,,917
Product 3,Dealer Group 4,2016,5,20,,44
Product 5,Dealer Group 5,2016,5,20,,0
Product 6,Dealer Group 2,2016,5,20,,2139
Product 3,Dealer Group 8,2016,5,20,,2923
Product 5,Dealer Group 1,2016,5,21,,1
Product 6,Dealer Group 8,2016,5,21,,5922
Product 2,Dealer Group 1,2016,5,21,,214
Product 2,Dealer Group 2,2016,5,21,,1828
Product 3,Dealer Group 2,2016,5,21,,3182
Product 6,Dealer Group 5,2016,5,21,,0
Product 5,Dealer Group 4,2016,5,21,,77
Product 2,Dealer Group 8,2016,5,21,,2191
Product 4,Dealer Group 2,2016,5,21,,54
Product 1,Dealer Group 1,2016,5,21,,0
Product 4,Dealer Group 8,2016,5,21,,241
Product 5,Dealer Group 8,2016,5,21,,15575
Product 2,Dealer Group 7,2016,5,21,,628
Product 3,Dealer Group 4,2016,5,21,,44
Product 2,Dealer Group 4,2016,5,21,,4
Product 6,Dealer Group 6,2016,5,21,,34
Product 3,Dealer Group 8,2016,5,21,,2427
Product 4,Dealer Group 7,2016,5,21,,0
Product 4,Dealer Group 6,2016,5,21,,87
Product 4,Dealer Group 1,2016,5,21,,188
Product 6,Dealer Group 7,2016,5,21,,1022
Product 5,Dealer Group 2,2016,5,21,,1710
Product 5,Dealer Group 7,2016,5,21,,1766
Product 3,Dealer Group 1,2016,5,21,,1027
Product 6,Dealer Group 2,2016,5,21,,1728
Product 4,Dealer Group 4,2016,5,21,,30
Product 3,Dealer Group 6,2016,5,21,,122
Product 2,Dealer Group 6,2016,5,21,,181
Product 5,Dealer Group 6,2016,5,21,,111
Product 6,Dealer Group 1,2016,5,21,,303
Product 6,Dealer Group 4,2016,5,21,,60
Product 5,Dealer Group 5,2016,5,21,,0
Product 3,Dealer Group 7,2016,5,21,,587
Product 6,Dealer Group 5,2016,5,22,,0
Product 4,Dealer Group 8,2016,5,22,,216
Product 3,Dealer Group 8,2016,5,22,,2788
Product 1,Dealer Group 1,2016,5,22,,0
Product 6,Dealer Group 7,2016,5,22,,1105
Product 3,Dealer Group 1,2016,5,22,,1167
Product 6,Dealer Group 1,2016,5,22,,814
Product 5,Dealer Group 1,2016,5,22,,0
Product 3,Dealer Group 2,2016,5,22,,3382
Product 3,Dealer Group 4,2016,5,22,,40
Product 3,Dealer Group 6,2016,5,22,,126
Product 2,Dealer Group 8,2016,5,22,,2298
Product 2,Dealer Group 1,2016,5,22,,116
Product 4,Dealer Group 1,2016,5,22,,151
Product 4,Dealer Group 2,2016,5,22,,43
Product 4,Dealer Group 6,2016,5,22,,48
Product 2,Dealer Group 2,2016,5,22,,1950
Product 5,Dealer Group 7,2016,5,22,,2043
Product 4,Dealer Group 4,2016,5,22,,34
Product 5,Dealer Group 5,2016,5,22,,0
Product 2,Dealer Group 7,2016,5,22,,164
Product 4,Dealer Group 7,2016,5,22,,0
Product 6,Dealer Group 2,2016,5,22,,1471
Product 5,Dealer Group 8,2016,5,22,,17313
Product 5,Dealer Group 2,2016,5,22,,1865
Product 5,Dealer Group 4,2016,5,22,,99
Product 6,Dealer Group 6,2016,5,22,,37
Product 3,Dealer Group 7,2016,5,22,,233
Product 5,Dealer Group 6,2016,5,22,,111
Product 6,Dealer Group 4,2016,5,22,,89
Product 2,Dealer Group 6,2016,5,22,,152
Product 6,Dealer Group 8,2016,5,22,,6288
Product 2,Dealer Group 4,2016,5,22,,2
Product 3,Dealer Group 4,2016,6,23,,42
Product 4,Dealer Group 7,2016,6,23,,0
Product 1,Dealer Group 1,2016,6,23,,0
Product 5,Dealer Group 2,2016,6,23,,1683
Product 2,Dealer Group 7,2016,6,23,,271
Product 6,Dealer Group 8,2016,6,23,,6005
Product 3,Dealer Group 6,2016,6,23,,120
Product 4,Dealer Group 8,2016,6,23,,222
Product 5,Dealer Group 1,2016,6,23,,1
Product 6,Dealer Group 4,2016,6,23,,77
Product 5,Dealer Group 5,2016,6,23,,0
Product 5,Dealer Group 6,2016,6,23,,98
Product 4,Dealer Group 2,2016,6,23,,60
Product 4,Dealer Group 1,2016,6,23,,269
Product 6,Dealer Group 6,2016,6,23,,53
Product 6,Dealer Group 7,2016,6,23,,1007
Product 3,Dealer Group 8,2016,6,23,,2923
Product 5,Dealer Group 7,2016,6,23,,1602
Product 4,Dealer Group 6,2016,6,23,,61
Product 3,Dealer Group 1,2016,6,23,,1368
Product 6,Dealer Group 1,2016,6,23,,1012
Product 3,Dealer Group 2,2016,6,23,,3251
Product 2,Dealer Group 6,2016,6,23,,120
Product 2,Dealer Group 8,2016,6,23,,2161
Product 2,Dealer Group 2,2016,6,23,,1751
Product 6,Dealer Group 5,2016,6,23,,0
Product 3,Dealer Group 7,2016,6,23,,223
Product 4,Dealer Group 4,2016,6,23,,45
Product 2,Dealer Group 1,2016,6,23,,189
Product 5,Dealer Group 8,2016,6,23,,16803
Product 5,Dealer Group 4,2016,6,23,,98
Product 2,Dealer Group 4,2016,6,23,,5
Product 6,Dealer Group 2,2016,6,23,,1713
Product 2,Dealer Group 7,2016,6,24,,956
Product 2,Dealer Group 2,2016,6,24,,1591
Product 6,Dealer Group 7,2016,6,24,,1073
Product 4,Dealer Group 8,2016,6,24,,224
Product 6,Dealer Group 8,2016,6,24,,5895
Product 3,Dealer Group 4,2016,6,24,,54
Product 3,Dealer Group 1,2016,6,24,,1244
Product 6,Dealer Group 1,2016,6,24,,490
Product 5,Dealer Group 6,2016,6,24,,100
Product 4,Dealer Group 1,2016,6,24,,259
Product 2,Dealer Group 4,2016,6,24,,2
Product 1,Dealer Group 1,2016,6,24,,0
Product 6,Dealer Group 5,2016,6,24,,0
Product 5,Dealer Group 4,2016,6,24,,119
Product 6,Dealer Group 6,2016,6,24,,53
Product 2,Dealer Group 8,2016,6,24,,2416
Product 5,Dealer Group 2,2016,6,24,,1889
Product 6,Dealer Group 2,2016,6,24,,1401
Product 6,Dealer Group 4,2016,6,24,,91
Product 4,Dealer Group 7,2016,6,24,,0
Product 2,Dealer Group 1,2016,6,24,,175
Product 4,Dealer Group 6,2016,6,24,,130
Product 3,Dealer Group 6,2016,6,24,,124
Product 5,Dealer Group 7,2016,6,24,,1759
Product 3,Dealer Group 8,2016,6,24,,3164
Product 5,Dealer Group 5,2016,6,24,,0
Product 5,Dealer Group 1,2016,6,24,,0
Product 4,Dealer Group 2,2016,6,24,,43
Product 3,Dealer Group 2,2016,6,24,,2973
Product 3,Dealer Group 7,2016,6,24,,1067
Product 5,Dealer Group 8,2016,6,24,,16616
Product 4,Dealer Group 4,2016,6,24,,50
Product 2,Dealer Group 6,2016,6,24,,158
Product 3,Dealer Group 2,2016,6,25,,2872
Product 6,Dealer Group 4,2016,6,25,,91
Product 6,Dealer Group 5,2016,6,25,,0
Product 6,Dealer Group 7,2016,6,25,,1115
Product 5,Dealer Group 4,2016,6,25,,78
Product 5,Dealer Group 2,2016,6,25,,2041
Product 3,Dealer Group 7,2016,6,25,,1119
Product 1,Dealer Group 1,2016,6,25,,0
Product 4,Dealer Group 7,2016,6,25,,0
Product 6,Dealer Group 8,2016,6,25,,5800
Product 2,Dealer Group 2,2016,6,25,,2647
Product 4,Dealer Group 4,2016,6,25,,36
Product 3,Dealer Group 6,2016,6,25,,116
Product 6,Dealer Group 6,2016,6,25,,39
Product 6,Dealer Group 2,2016,6,25,,1856
Product 3,Dealer Group 4,2016,6,25,,51
Product 2,Dealer Group 4,2016,6,25,,7
Product 5,Dealer Group 8,2016,6,25,,15793
Product 5,Dealer Group 6,2016,6,25,,94
Product 5,Dealer Group 5,2016,6,25,,0
Product 4,Dealer Group 2,2016,6,25,,28
Product 6,Dealer Group 1,2016,6,25,,28
Product 2,Dealer Group 7,2016,6,25,,1098
Product 4,Dealer Group 6,2016,6,25,,45
Product 4,Dealer Group 1,2016,6,25,,191
Product 2,Dealer Group 8,2016,6,25,,2454
Product 3,Dealer Group 8,2016,6,25,,3312
Product 2,Dealer Group 6,2016,6,25,,142
Product 4,Dealer Group 8,2016,6,25,,286
Product 5,Dealer Group 7,2016,6,25,,1684
Product 2,Dealer Group 1,2016,6,25,,167
Product 3,Dealer Group 1,2016,6,25,,824
Product 5,Dealer Group 1,2016,6,25,,0
Product 3,Dealer Group 7,2016,6,26,,1005
Product 6,Dealer Group 5,2016,6,26,,0
Product 5,Dealer Group 5,2016,6,26,,0
Product 5,Dealer Group 1,2016,6,26,,0
Product 3,Dealer Group 2,2016,6,26,,3164
Product 2,Dealer Group 8,2016,6,26,,2138
Product 2,Dealer Group 1,2016,6,26,,204
Product 6,Dealer Group 1,2016,6,26,,11
Product 2,Dealer Group 4,2016,6,26,,5
Product 3,Dealer Group 6,2016,6,26,,167
Product 4,Dealer Group 4,2016,6,26,,51
Product 5,Dealer Group 7,2016,6,26,,1912
Product 5,Dealer Group 8,2016,6,26,,17181
Product 4,Dealer Group 1,2016,6,26,,154
Product 5,Dealer Group 2,2016,6,26,,1832
Product 4,Dealer Group 7,2016,6,26,,0
Product 3,Dealer Group 4,2016,6,26,,51
Product 4,Dealer Group 2,2016,6,26,,25
Product 6,Dealer Group 7,2016,6,26,,1126
Product 6,Dealer Group 6,2016,6,26,,48
Product 5,Dealer Group 4,2016,6,26,,115
Product 6,Dealer Group 4,2016,6,26,,69
Product 6,Dealer Group 8,2016,6,26,,5926
Product 2,Dealer Group 6,2016,6,26,,285
Product 4,Dealer Group 6,2016,6,26,,98
Product 2,Dealer Group 7,2016,6,26,,843
Product 2,Dealer Group 2,2016,6,26,,2914
Product 3,Dealer Group 8,2016,6,26,,2949
Product 3,Dealer Group 1,2016,6,26,,1070
Product 5,Dealer Group 6,2016,6,26,,113
Product 4,Dealer Group 8,2016,6,26,,341
Product 1,Dealer Group 1,2016,6,26,,0
Product 6,Dealer Group 2,2016,6,26,,1897
Product 6,Dealer Group 1,2016,7,27,,5
Product 6,Dealer Group 5,2016,7,27,,0
Product 3,Dealer Group 4,2016,7,27,,42
Product 3,Dealer Group 6,2016,7,27,,171
Product 5,Dealer Group 4,2016,7,27,,111
Product 4,Dealer Group 6,2016,7,27,,49
Product 6,Dealer Group 7,2016,7,27,,1057
Product 2,Dealer Group 7,2016,7,27,,650
Product 3,Dealer Group 1,2016,7,27,,795
Product 6,Dealer Group 6,2016,7,27,,39
Product 5,Dealer Group 8,2016,7,27,,17957
Product 2,Dealer Group 2,2016,7,27,,2135
Product 4,Dealer Group 2,2016,7,27,,67
Product 3,Dealer Group 7,2016,7,27,,669
Product 6,Dealer Group 2,2016,7,27,,1494
Product 4,Dealer Group 1,2016,7,27,,136
Product 4,Dealer Group 5,2016,7,27,,0
Product 2,Dealer Group 1,2016,7,27,,205
Product 5,Dealer Group 6,2016,7,27,,107
Product 3,Dealer Group 2,2016,7,27,,3371
Product 5,Dealer Group 7,2016,7,27,,1842
Product 4,Dealer Group 8,2016,7,27,,376
Product 2,Dealer Group 8,2016,7,27,,2031
Product 1,Dealer Group 1,2016,7,27,,0
Product 3,Dealer Group 8,2016,7,27,,2896
Product 5,Dealer Group 1,2016,7,27,,0
Product 2,Dealer Group 5,2016,7,27,,0
Product 4,Dealer Group 4,2016,7,27,,31
Product 6,Dealer Group 4,2016,7,27,,73
Product 5,Dealer Group 2,2016,7,27,,1794
Product 2,Dealer Group 4,2016,7,27,,2
Product 6,Dealer Group 8,2016,7,27,,6466
Product 4,Dealer Group 7,2016,7,27,,0
Product 2,Dealer Group 6,2016,7,27,,135
Product 5,Dealer Group 5,2016,7,27,,0
Product 2,Dealer Group 5,2016,7,28,,0
Product 2,Dealer Group 7,2016,7,28,,876
Product 5,Dealer Group 2,2016,7,28,,1661
Product 3,Dealer Group 7,2016,7,28,,495
Product 3,Dealer Group 8,2016,7,28,,2272
Product 1,Dealer Group 1,2016,7,28,,0
Product 6,Dealer Group 1,2016,7,28,,2
Product 4,Dealer Group 7,2016,7,28,,0
Product 3,Dealer Group 4,2016,7,28,,61
Product 6,Dealer Group 5,2016,7,28,,0
Product 2,Dealer Group 1,2016,7,28,,378
Product 5,Dealer Group 1,2016,7,28,,0
Product 6,Dealer Group 7,2016,7,28,,1184
Product 3,Dealer Group 1,2016,7,28,,887
Product 3,Dealer Group 2,2016,7,28,,2791
Product 4,Dealer Group 5,2016,7,28,,0
Product 5,Dealer Group 5,2016,7,28,,0
Product 2,Dealer Group 4,2016,7,28,,6
Product 6,Dealer Group 4,2016,7,28,,66
Product 6,Dealer Group 6,2016,7,28,,41
Product 4,Dealer Group 1,2016,7,28,,255
Product 4,Dealer Group 4,2016,7,28,,44
Product 4,Dealer Group 6,2016,7,28,,120
Product 5,Dealer Group 7,2016,7,28,,1898
Product 5,Dealer Group 6,2016,7,28,,95
Product 4,Dealer Group 8,2016,7,28,,355
Product 5,Dealer Group 8,2016,7,28,,16067
Product 2,Dealer Group 6,2016,7,28,,115
Product 3,Dealer Group 6,2016,7,28,,99
Product 2,Dealer Group 8,2016,7,28,,1537
Product 6,Dealer Group 8,2016,7,28,,6127
Product 4,Dealer Group 2,2016,7,28,,60
Product 6,Dealer Group 2,2016,7,28,,2422
Product 5,Dealer Group 4,2016,7,28,,121
Product 2,Dealer Group 2,2016,7,28,,3538
Product 5,Dealer Group 4,2016,7,29,,98
Product 3,Dealer Group 8,2016,7,29,,2897
Product 6,Dealer Group 6,2016,7,29,,44
Product 3,Dealer Group 7,2016,7,29,,484
Product 4,Dealer Group 7,2016,7,29,,0
Product 4,Dealer Group 2,2016,7,29,,60
Product 5,Dealer Group 1,2016,7,29,,0
Product 2,Dealer Group 8,2016,7,29,,2299
Product 5,Dealer Group 2,2016,7,29,,1915
Product 5,Dealer Group 6,2016,7,29,,116
Product 2,Dealer Group 7,2016,7,29,,574
Product 5,Dealer Group 8,2016,7,29,,15292
Product 5,Dealer Group 5,2016,7,29,,0
Product 4,Dealer Group 8,2016,7,29,,319
Product 1,Dealer Group 1,2016,7,29,,0
Product 3,Dealer Group 6,2016,7,29,,73
Product 4,Dealer Group 6,2016,7,29,,37
Product 2,Dealer Group 2,2016,7,29,,2120
Product 4,Dealer Group 5,2016,7,29,,0
Product 5,Dealer Group 7,2016,7,29,,1791
Product 4,Dealer Group 4,2016,7,29,,74
Product 6,Dealer Group 4,2016,7,29,,65
Product 6,Dealer Group 1,2016,7,29,,2
Product 4,Dealer Group 1,2016,7,29,,273
Product 6,Dealer Group 5,2016,7,29,,0
Product 3,Dealer Group 4,2016,7,29,,59
Product 2,Dealer Group 6,2016,7,29,,99
Product 2,Dealer Group 4,2016,7,29,,13
Product 2,Dealer Group 5,2016,7,29,,0
Product 6,Dealer Group 2,2016,7,29,,1841
Product 6,Dealer Group 7,2016,7,29,,1082
Product 3,Dealer Group 2,2016,7,29,,2800
Product 6,Dealer Group 8,2016,7,29,,6219
Product 3,Dealer Group 1,2016,7,29,,565
Product 2,Dealer Group 1,2016,7,29,,161
Product 4,Dealer Group 4,2016,7,30,,63
Product 3,Dealer Group 6,2016,7,30,,108
Product 6,Dealer Group 6,2016,7,30,,47
Product 3,Dealer Group 2,2016,7,30,,2191
Product 3,Dealer Group 4,2016,7,30,,64
Product 3,Dealer Group 8,2016,7,30,,3213
Product 2,Dealer Group 4,2016,7,30,,4
Product 6,Dealer Group 8,2016,7,30,,6144
Product 2,Dealer Group 7,2016,7,30,,569
Product 4,Dealer Group 6,2016,7,30,,83
Product 2,Dealer Group 5,2016,7,30,,0
Product 3,Dealer Group 1,2016,7,30,,590
Product 6,Dealer Group 1,2016,7,30,,2
Product 6,Dealer Group 5,2016,7,30,,0
Product 3,Dealer Group 7,2016,7,30,,560
Product 5,Dealer Group 7,2016,7,30,,1832
Product 5,Dealer Group 4,2016,7,30,,117
Product 2,Dealer Group 6,2016,7,30,,108
Product 2,Dealer Group 8,2016,7,30,,2620
Product 6,Dealer Group 7,2016,7,30,,1073
Product 2,Dealer Group 1,2016,7,30,,316
Product 4,Dealer Group 2,2016,7,30,,67
Product 5,Dealer Group 8,2016,7,30,,15194
Product 1,Dealer Group 1,2016,7,30,,0
Product 6,Dealer Group 2,2016,7,30,,1916
Product 2,Dealer Group 2,2016,7,30,,1951
Product 4,Dealer Group 5,2016,7,30,,0
Product 5,Dealer Group 6,2016,7,30,,111
Product 4,Dealer Group 7,2016,7,30,,0
Product 5,Dealer Group 2,2016,7,30,,1809
Product 6,Dealer Group 4,2016,7,30,,68
Product 4,Dealer Group 8,2016,7,30,,355
Product 5,Dealer Group 5,2016,7,30,,0
Product 4,Dealer Group 1,2016,7,30,,192
Product 5,Dealer Group 1,2016,7,30,,0
Product 6,Dealer Group 1,2016,8,31,,3
Product 4,Dealer Group 2,2016,8,31,,61
Product 6,Dealer Group 5,2016,8,31,,0
Product 5,Dealer Group 4,2016,8,31,,114
Product 3,Dealer Group 1,2016,8,31,,665
Product 6,Dealer Group 7,2016,8,31,,1147
Product 3,Dealer Group 2,2016,8,31,,2147
Product 5,Dealer Group 1,2016,8,31,,0
Product 2,Dealer Group 2,2016,8,31,,2395
Product 3,Dealer Group 8,2016,8,31,,3332
Product 5,Dealer Group 2,2016,8,31,,1780
Product 3,Dealer Group 4,2016,8,31,,97
Product 2,Dealer Group 5,2016,8,31,,0
Product 2,Dealer Group 6,2016,8,31,,158
Product 5,Dealer Group 7,2016,8,31,,2074
Product 2,Dealer Group 1,2016,8,31,,283
Product 4,Dealer Group 8,2016,8,31,,351
Product 4,Dealer Group 1,2016,8,31,,268
Product 6,Dealer Group 8,2016,8,31,,6747
Product 2,Dealer Group 8,2016,8,31,,2728
Product 1,Dealer Group 1,2016,8,31,,0
Product 4,Dealer Group 4,2016,8,31,,50
Product 5,Dealer Group 5,2016,8,31,,0
Product 5,Dealer Group 8,2016,8,31,,16756
Product 2,Dealer Group 4,2016,8,31,,10
Product 6,Dealer Group 4,2016,8,31,,89
Product 3,Dealer Group 6,2016,8,31,,130
Product 4,Dealer Group 7,2016,8,31,,0
Product 4,Dealer Group 5,2016,8,31,,0
Product 6,Dealer Group 2,2016,8,31,,1737
Product 4,Dealer Group 6,2016,8,31,,47
Product 6,Dealer Group 6,2016,8,31,,52
Product 2,Dealer Group 7,2016,8,31,,710
Product 5,Dealer Group 6,2016,8,31,,124
Product 3,Dealer Group 7,2016,8,31,,583
Product 1,Dealer Group 1,2016,8,32,,0
Product 5,Dealer Group 2,2016,8,32,,1748
Product 5,Dealer Group 5,2016,8,32,,0
Product 2,Dealer Group 6,2016,8,32,,158
Product 3,Dealer Group 8,2016,8,32,,3052
Product 4,Dealer Group 7,2016,8,32,,0
Product 6,Dealer Group 5,2016,8,32,,0
Product 3,Dealer Group 4,2016,8,32,,69
Product 4,Dealer Group 2,2016,8,32,,37
Product 3,Dealer Group 6,2016,8,32,,98
Product 3,Dealer Group 2,2016,8,32,,1953
Product 4,Dealer Group 5,2016,8,32,,0
Product 4,Dealer Group 8,2016,8,32,,331
Product 5,Dealer Group 4,2016,8,32,,132
Product 2,Dealer Group 1,2016,8,32,,288
Product 3,Dealer Group 7,2016,8,32,,502
Product 6,Dealer Group 7,2016,8,32,,1116
Product 6,Dealer Group 2,2016,8,32,,1484
Product 5,Dealer Group 8,2016,8,32,,15326
Product 5,Dealer Group 6,2016,8,32,,91
Product 2,Dealer Group 7,2016,8,32,,791
Product 6,Dealer Group 8,2016,8,32,,6230
Product 5,Dealer Group 1,2016,8,32,,1
Product 4,Dealer Group 4,2016,8,32,,44
Product 2,Dealer Group 5,2016,8,32,,0
Product 5,Dealer Group 7,2016,8,32,,1938
Product 2,Dealer Group 4,2016,8,32,,6
Product 6,Dealer Group 4,2016,8,32,,95
Product 3,Dealer Group 1,2016,8,32,,585
Product 2,Dealer Group 2,2016,8,32,,2126
Product 4,Dealer Group 6,2016,8,32,,49
Product 2,Dealer Group 8,2016,8,32,,2305
Product 4,Dealer Group 1,2016,8,32,,200
Product 6,Dealer Group 6,2016,8,32,,47
Product 6,Dealer Group 1,2016,8,32,,1
Product 2,Dealer Group 5,2016,8,33,,0
Product 2,Dealer Group 6,2016,8,33,,122
Product 2,Dealer Group 8,2016,8,33,,3069
Product 5,Dealer Group 2,2016,8,33,,1920
Product 5,Dealer Group 5,2016,8,33,,0
Product 2,Dealer Group 7,2016,8,33,,1075
Product 6,Dealer Group 4,2016,8,33,,80
Product 4,Dealer Group 4,2016,8,33,,53
Product 1,Dealer Group 1,2016,8,33,,0
Product 3,Dealer Group 1,2016,8,33,,697
Product 4,Dealer Group 2,2016,8,33,,32
Product 5,Dealer Group 4,2016,8,33,,98
Product 6,Dealer Group 6,2016,8,33,,36
Product 5,Dealer Group 1,2016,8,33,,0
Product 3,Dealer Group 7,2016,8,33,,587
Product 2,Dealer Group 1,2016,8,33,,462
Product 3,Dealer Group 2,2016,8,33,,1954
Product 4,Dealer Group 6,2016,8,33,,132
Product 3,Dealer Group 6,2016,8,33,,85
Product 3,Dealer Group 4,2016,8,33,,76
Product 5,Dealer Group 8,2016,8,33,,15301
Product 2,Dealer Group 4,2016,8,33,,7
Product 6,Dealer Group 5,2016,8,33,,0
Product 6,Dealer Group 8,2016,8,33,,6414
Product 4,Dealer Group 1,2016,8,33,,275
Product 4,Dealer Group 5,2016,8,33,,0
Product 4,Dealer Group 7,2016,8,33,,0
Product 2,Dealer Group 2,2016,8,33,,2939
Product 5,Dealer Group 6,2016,8,33,,112
Product 4,Dealer Group 8,2016,8,33,,314
Product 6,Dealer Group 1,2016,8,33,,1
Product 6,Dealer Group 2,2016,8,33,,1931
Product 3,Dealer Group 8,2016,8,33,,3388
Product 5,Dealer Group 7,2016,8,33,,2177
Product 6,Dealer Group 7,2016,8,33,,1320
Product 5,Dealer Group 5,2016,8,34,,0
Product 5,Dealer Group 8,2016,8,34,,14471
Product 6,Dealer Group 2,2016,8,34,,1864
Product 5,Dealer Group 4,2016,8,34,,93
Product 4,Dealer Group 8,2016,8,34,,319
Product 3,Dealer Group 4,2016,8,34,,62
Product 4,Dealer Group 4,2016,8,34,,29
Product 2,Dealer Group 7,2016,8,34,,160
Product 2,Dealer Group 1,2016,8,34,,459
Product 4,Dealer Group 2,2016,8,34,,60
Product 3,Dealer Group 1,2016,8,34,,745
Product 4,Dealer Group 5,2016,8,34,,0
Product 3,Dealer Group 6,2016,8,34,,94
Product 3,Dealer Group 2,2016,8,34,,2438
Product 6,Dealer Group 1,2016,8,34,,2
Product 5,Dealer Group 1,2016,8,34,,1
Product 5,Dealer Group 6,2016,8,34,,108
Product 4,Dealer Group 7,2016,8,34,,0
Product 2,Dealer Group 2,2016,8,34,,1658
Product 6,Dealer Group 7,2016,8,34,,1245
Product 3,Dealer Group 7,2016,8,34,,752
Product 5,Dealer Group 7,2016,8,34,,2001
Product 6,Dealer Group 4,2016,8,34,,66
Product 1,Dealer Group 1,2016,8,34,,0
Product 4,Dealer Group 6,2016,8,34,,34
Product 2,Dealer Group 6,2016,8,34,,97
Product 2,Dealer Group 4,2016,8,34,,6
Product 2,Dealer Group 8,2016,8,34,,3896
Product 5,Dealer Group 2,2016,8,34,,1728
Product 6,Dealer Group 5,2016,8,34,,0
Product 6,Dealer Group 6,2016,8,34,,38
Product 3,Dealer Group 8,2016,8,34,,3550
Product 6,Dealer Group 8,2016,8,34,,6068
Product 4,Dealer Group 1,2016,8,34,,308
Product 2,Dealer Group 5,2016,8,34,,0
Product 6,Dealer Group 1,2016,8,35,,0
Product 5,Dealer Group 5,2016,8,35,,0
Product 4,Dealer Group 1,2016,8,35,,293
Product 3,Dealer Group 6,2016,8,35,,145
Product 6,Dealer Group 2,2016,8,35,,1730
Product 3,Dealer Group 8,2016,8,35,,3487
Product 5,Dealer Group 8,2016,8,35,,15662
Product 6,Dealer Group 5,2016,8,35,,0
Product 2,Dealer Group 8,2016,8,35,,3770
Product 6,Dealer Group 7,2016,8,35,,1298
Product 5,Dealer Group 4,2016,8,35,,80
Product 6,Dealer Group 8,2016,8,35,,6279
Product 2,Dealer Group 7,2016,8,35,,212
Product 2,Dealer Group 6,2016,8,35,,104
Product 3,Dealer Group 7,2016,8,35,,1114
Product 5,Dealer Group 2,2016,8,35,,1930
Product 2,Dealer Group 4,2016,8,35,,4
Product 3,Dealer Group 1,2016,8,35,,519
Product 4,Dealer Group 2,2016,8,35,,66
Product 4,Dealer Group 7,2016,8,35,,0
Product 4,Dealer Group 5,2016,8,35,,0
Product 3,Dealer Group 4,2016,8,35,,95
Product 2,Dealer Group 5,2016,8,35,,0
Product 5,Dealer Group 6,2016,8,35,,120
Product 4,Dealer Group 4,2016,8,35,,50
Product 4,Dealer Group 6,2016,8,35,,36
Product 2,Dealer Group 1,2016,8,35,,383
Product 4,Dealer Group 8,2016,8,35,,384
Product 1,Dealer Group 1,2016,8,35,,0
Product 6,Dealer Group 4,2016,8,35,,76
Product 5,Dealer Group 7,2016,8,35,,2185
Product 6,Dealer Group 6,2016,8,35,,39
Product 3,Dealer Group 2,2016,8,35,,2409
Product 2,Dealer Group 2,2016,8,35,,1577
Product 5,Dealer Group 1,2016,8,35,,0
Product 2,Dealer Group 8,2016,9,36,,4712
Product 3,Dealer Group 6,2016,9,36,,139
Product 2,Dealer Group 6,2016,9,36,,138
Product 4,Dealer Group 4,2016,9,36,,38
Product 3,Dealer Group 5,2016,9,36,,0
Product 1,Dealer Group 1,2016,9,36,,0
Product 6,Dealer Group 2,2016,9,36,,1529
Product 5,Dealer Group 7,2016,9,36,,2026
Product 2,Dealer Group 2,2016,9,36,,2824
Product 4,Dealer Group 1,2016,9,36,,226
Product 5,Dealer Group 1,2016,9,36,,0
Product 6,Dealer Group 4,2016,9,36,,66
Product 4,Dealer Group 7,2016,9,36,,0
Product 3,Dealer Group 2,2016,9,36,,3391
Product 4,Dealer Group 2,2016,9,36,,102
Product 3,Dealer Group 7,2016,9,36,,617
Product 5,Dealer Group 2,2016,9,36,,1762
Product 3,Dealer Group 4,2016,9,36,,74
Product 4,Dealer Group 8,2016,9,36,,387
